id,nombre,altura,peso,experiencia_base,es_predeterminado,tipos,habilidades,hp,ataque,defensa,ataque_especial,defensa_especial,velocidad,stat_total,url_sprite,url_imagen_oficial
10064,Swampert-mega,1.9,102.0,286.0,True,"Water,Ground",Swift-swim,100,150,110,95,110,70,635,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10064.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10064.png
10065,Sceptile-mega,1.9,55.2,284.0,True,"Grass,Dragon",Lightning-rod,70,110,75,145,85,145,630,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10065.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10065.png
10066,Sableye-mega,0.5,161.0,168.0,True,"Dark,Ghost",Magic-bounce,50,85,125,85,115,20,480,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10066.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10066.png
10067,Altaria-mega,1.5,20.6,207.0,True,"Dragon,Fairy",Pixilate,75,110,110,110,105,80,590,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10067.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10067.png
10068,Gallade-mega,1.6,56.4,278.0,True,"Psychic,Fighting",Inner-focus,68,165,95,65,115,110,618,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10068.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10068.png
10069,Audino-mega,1.5,32.0,425.0,True,"Normal,Fairy",Healer,103,60,126,80,126,50,545,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10069.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10069.png
10070,Sharpedo-mega,2.5,130.3,196.0,True,"Water,Dark",Strong-jaw,70,140,70,110,65,105,560,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10070.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10070.png
10071,Slowbro-mega,2.0,120.0,207.0,True,"Water,Psychic",Shell-armor,95,75,180,130,80,30,590,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10071.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10071.png
10072,Steelix-mega,10.5,740.0,214.0,True,"Steel,Ground",Sand-force,75,125,230,55,95,30,610,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10072.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10072.png
10073,Pidgeot-mega,2.2,50.5,261.0,True,"Normal,Flying",No-guard,83,80,80,135,80,121,579,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10073.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10073.png
10074,Glalie-mega,2.1,350.2,203.0,True,Ice,Refrigerate,80,120,80,120,80,100,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10074.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10074.png
10075,Diancie-mega,1.1,27.8,315.0,True,"Rock,Fairy",Magic-bounce,50,160,110,160,110,110,700,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10075.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10075.png
10076,Metagross-mega,2.5,942.9,315.0,True,"Steel,Psychic",Tough-claws,80,145,150,105,110,110,700,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10076.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10076.png
10077,Kyogre-primal,9.8,430.0,347.0,True,Water,Primordial-sea,100,150,90,180,160,90,770,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10077.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10077.png
10078,Groudon-primal,5.0,999.7,347.0,True,"Ground,Fire",Desolate-land,100,180,160,150,90,90,770,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10078.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10078.png
10079,Rayquaza-mega,10.8,392.0,351.0,True,"Dragon,Flying",Delta-stream,105,180,100,180,100,115,780,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10079.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10079.png
10080,Pikachu-rock-star,0.4,6.0,112.0,True,Electric,"Static,Lightning-rod",35,55,40,50,50,90,320,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10080.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10080.png
10081,Pikachu-belle,0.4,6.0,112.0,True,Electric,"Static,Lightning-rod",35,55,40,50,50,90,320,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10081.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10081.png
10082,Pikachu-pop-star,0.4,6.0,112.0,True,Electric,"Static,Lightning-rod",35,55,40,50,50,90,320,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10082.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10082.png
10083,Pikachu-phd,0.4,6.0,112.0,True,Electric,"Static,Lightning-rod",35,55,40,50,50,90,320,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10083.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10083.png
10084,Pikachu-libre,0.4,6.0,112.0,True,Electric,"Static,Lightning-rod",35,55,40,50,50,90,320,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10084.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10084.png
10085,Pikachu-cosplay,0.4,6.0,112.0,True,Electric,"Static,Lightning-rod",35,55,40,50,50,90,320,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10085.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10085.png
10086,Hoopa-unbound,6.5,490.0,306.0,True,"Psychic,Dark",Magician,80,160,60,170,130,80,680,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10086.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10086.png
10087,Camerupt-mega,2.5,320.5,196.0,True,"Fire,Ground",Sheer-force,70,120,100,145,105,20,560,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10087.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10087.png
10088,Lopunny-mega,1.3,28.3,203.0,True,"Normal,Fighting",Scrappy,65,136,94,54,96,135,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10088.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10088.png
10089,Salamence-mega,1.8,112.6,315.0,True,"Dragon,Flying",Aerilate,95,145,130,120,90,120,700,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10089.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10089.png
10090,Beedrill-mega,1.4,40.5,223.0,True,"Bug,Poison",Adaptability,65,150,40,15,80,145,495,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10090.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10090.png
10091,Rattata-alola,0.3,3.8,51.0,True,"Dark,Normal","Gluttony,Hustle,Thick-fat",30,56,35,25,35,72,253,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10091.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10091.png
10092,Raticate-alola,0.7,25.5,145.0,True,"Dark,Normal","Gluttony,Hustle,Thick-fat",75,71,70,40,80,77,413,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10092.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10092.png
10093,Raticate-totem-alola,1.4,105.0,145.0,True,"Dark,Normal","Gluttony,Hustle,Thick-fat",75,71,70,40,80,77,413,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10093.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10093.png
10094,Pikachu-original-cap,0.4,6.0,112.0,True,Electric,"Static,Lightning-rod",35,55,40,50,50,90,320,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10094.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10094.png
10095,Pikachu-hoenn-cap,0.4,6.0,112.0,True,Electric,"Static,Lightning-rod",35,55,40,50,50,90,320,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10095.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10095.png
10096,Pikachu-sinnoh-cap,0.4,6.0,112.0,True,Electric,"Static,Lightning-rod",35,55,40,50,50,90,320,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10096.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10096.png
10097,Pikachu-unova-cap,0.4,6.0,112.0,True,Electric,"Static,Lightning-rod",35,55,40,50,50,90,320,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10097.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10097.png
10098,Pikachu-kalos-cap,0.4,6.0,112.0,True,Electric,"Static,Lightning-rod",35,55,40,50,50,90,320,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10098.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10098.png
10099,Pikachu-alola-cap,0.4,6.0,112.0,True,Electric,"Static,Lightning-rod",35,55,40,50,50,90,320,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10099.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10099.png
10100,Raichu-alola,0.7,21.0,243.0,True,"Electric,Psychic",Surge-surfer,60,85,50,95,85,110,485,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10100.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10100.png
10101,Sandshrew-alola,0.7,40.0,60.0,True,"Ice,Steel","Snow-cloak,Slush-rush",50,75,90,10,35,40,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10101.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10101.png
10102,Sandslash-alola,1.2,55.0,158.0,True,"Ice,Steel","Snow-cloak,Slush-rush",75,100,120,25,65,65,450,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10102.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10102.png
10103,Vulpix-alola,0.6,9.9,60.0,True,Ice,"Snow-cloak,Snow-warning",38,41,40,50,65,65,299,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10103.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10103.png
10104,Ninetales-alola,1.1,19.9,177.0,True,"Ice,Fairy","Snow-cloak,Snow-warning",73,67,75,81,100,109,505,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10104.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10104.png
10105,Diglett-alola,0.2,1.0,53.0,True,"Ground,Steel","Sand-veil,Tangling-hair,Sand-force",10,55,30,35,45,90,265,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10105.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10105.png
10106,Dugtrio-alola,0.7,66.6,149.0,True,"Ground,Steel","Sand-veil,Tangling-hair,Sand-force",35,100,60,50,70,110,425,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10106.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10106.png
10107,Meowth-alola,0.4,4.2,58.0,True,Dark,"Pickup,Technician,Rattled",40,35,35,50,40,90,290,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10107.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10107.png
10108,Persian-alola,1.1,33.0,154.0,True,Dark,"Fur-coat,Technician,Rattled",65,60,60,75,65,115,440,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10108.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10108.png
10109,Geodude-alola,0.4,20.3,60.0,True,"Rock,Electric","Magnet-pull,Sturdy,Galvanize",40,80,100,30,30,20,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10109.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10109.png
10110,Graveler-alola,1.0,110.0,137.0,True,"Rock,Electric","Magnet-pull,Sturdy,Galvanize",55,95,115,45,45,35,390,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10110.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10110.png
10111,Golem-alola,1.7,316.0,223.0,True,"Rock,Electric","Magnet-pull,Sturdy,Galvanize",80,120,130,55,65,45,495,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10111.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10111.png
10112,Grimer-alola,0.7,42.0,65.0,True,"Poison,Dark","Poison-touch,Gluttony,Power-of-alchemy",80,80,50,40,50,25,325,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10112.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10112.png
10113,Muk-alola,1.0,52.0,175.0,True,"Poison,Dark","Poison-touch,Gluttony,Power-of-alchemy",105,105,75,65,100,50,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10113.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10113.png
10114,Exeggutor-alola,10.9,415.6,186.0,True,"Grass,Dragon","Frisk,Harvest",95,105,85,125,75,45,530,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10114.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10114.png
10115,Marowak-alola,1.0,34.0,149.0,True,"Fire,Ghost","Cursed-body,Lightning-rod,Rock-head",60,80,110,50,80,45,425,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10115.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10115.png
10116,Greninja-battle-bond,1.5,40.0,239.0,True,"Water,Dark",Battle-bond,72,95,67,103,71,122,530,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10116.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10116.png
10117,Greninja-ash,1.5,40.0,288.0,True,"Water,Dark",Battle-bond,72,145,67,153,71,132,640,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10117.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10117.png
10118,Zygarde-10-power-construct,1.2,33.5,243.0,True,"Dragon,Ground",Power-construct,54,100,71,61,85,115,486,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10118.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10118.png
10119,Zygarde-50-power-construct,5.0,305.0,300.0,True,"Dragon,Ground",Power-construct,108,100,121,81,95,95,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10119.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10119.png
10120,Zygarde-complete,4.5,610.0,354.0,True,"Dragon,Ground",Power-construct,216,100,121,91,95,85,708,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10120.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10120.png
10121,Gumshoos-totem,1.4,60.0,146.0,True,Normal,"Stakeout,Strong-jaw,Adaptability",88,110,60,55,60,45,418,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10121.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10121.png
10122,Vikavolt-totem,2.6,147.5,225.0,True,"Bug,Electric",Levitate,77,70,90,145,75,43,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10122.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10122.png
10123,Oricorio-pom-pom,0.6,3.4,167.0,True,"Electric,Flying",Dancer,75,70,70,98,70,93,476,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10123.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10123.png
10124,Oricorio-pau,0.6,3.4,167.0,True,"Psychic,Flying",Dancer,75,70,70,98,70,93,476,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10124.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10124.png
10125,Oricorio-sensu,0.6,3.4,167.0,True,"Ghost,Flying",Dancer,75,70,70,98,70,93,476,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10125.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10125.png
10126,Lycanroc-midnight,1.1,25.0,170.0,True,Rock,"Keen-eye,Vital-spirit,No-guard",85,115,75,55,75,82,487,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10126.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10126.png
10127,Wishiwashi-school,8.2,78.6,217.0,True,Water,Schooling,45,140,130,140,135,30,620,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10127.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10127.png
10128,Lurantis-totem,1.5,58.0,168.0,True,Grass,"Leaf-guard,Contrary",70,105,90,80,90,45,480,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10128.png
